Element,P,Q,V,xi,R,L,Filename
Y21,-0.65,-1.0,0.9,-7.895,127.4135019134276,9.35139545456611,iP03_iV01_iQ01_iX03__P-650m_Q-1000m_V+900m_xi-7895md.csv
Y21,-0.65,-1.0,0.9,-5.789,174.679168392812,12.82041507591352,iP03_iV01_iQ01_iX05__P-650m_Q-1000m_V+900m_xi-5789md.csv
Y21,-0.65,-1.0,0.9,-3.684,276.4838616056349,20.292275847222665,iP03_iV01_iQ01_iX07__P-650m_Q-1000m_V+900m_xi-3684md.csv
Y21,-0.65,-1.0,0.9,2.632,-400.08395407003786,-29.363789674683574,iP03_iV01_iQ01_iX13__P-650m_Q-1000m_V+900m_xi+2632md.csv
Y21,-0.65,-1.0,0.9,-2.632,388.7500400655078,28.531947584416,iP03_iV01_iQ01_iX08__P-650m_Q-1000m_V+900m_xi-2632md.csv
Y21,-0.65,-1.0,0.9,1.579,-662.3417737583998,-48.6119584391916,iP03_iV01_iQ01_iX12__P-650m_Q-1000m_V+900m_xi+1579md.csv
Y21,-0.65,-1.0,0.9,-4.737,214.21844660669143,15.72236362492133,iP03_iV01_iQ01_iX06__P-650m_Q-1000m_V+900m_xi-4737md.csv
Y21,-0.65,-1.0,0.9,-1.579,651.0246562591919,47.781349118068505,iP03_iV01_iQ01_iX09__P-650m_Q-1000m_V+900m_xi-1579md.csv
Y21,-0.65,-1.0,0.9,-0.526,1963.378836363725,144.10036364340843,iP03_iV01_iQ01_iX10__P-650m_Q-1000m_V+900m_xi-526md.csv
Y21,-0.65,-1.0,0.9,0.526,-1974.6875358341424,-144.93035498570953,iP03_iV01_iQ01_iX11__P-650m_Q-1000m_V+900m_xi+526md.csv
Y21,-0.65,-1.0,0.9,4.737,-225.61141523152216,-16.55853996154549,iP03_iV01_iQ01_iX15__P-650m_Q-1000m_V+900m_xi+4737md.csv
Y21,-0.65,-1.0,0.9,3.684,-287.8430315710375,-21.12597156678373,iP03_iV01_iQ01_iX14__P-650m_Q-1000m_V+900m_xi+3684md.csv
Y21,-0.65,-1.0,0.9,5.789,-186.11458515585105,-13.65970686001479,iP03_iV01_iQ01_iX16__P-650m_Q-1000m_V+900m_xi+5789md.csv
Y21,-0.65,-1.0,0.9,8.947,-123.81648920412655,-9.087396054431686,iP03_iV01_iQ01_iX19__P-650m_Q-1000m_V+900m_xi+8947md.csv
Y21,-0.65,-1.0,0.9,6.842,-158.86258120683746,-11.659571382130734,iP03_iV01_iQ01_iX17__P-650m_Q-1000m_V+900m_xi+6842md.csv
Y21,-0.65,-1.0,0.9,10.0,-111.93108101552704,-8.215077579819978,iP03_iV01_iQ01_iX20__P-650m_Q-1000m_V+900m_xi+10000md.csv
Y21,-0.65,-1.0,0.9,7.895,-138.9603150411764,-10.19886306286049,iP03_iV01_iQ01_iX18__P-650m_Q-1000m_V+900m_xi+7895md.csv
Y21,-0.65,-0.5,0.9,-10.0,102.92474130465344,7.554065649972617,iP03_iV01_iQ02_iX01__P-650m_Q-500m_V+900m_xi-10000md.csv
Y21,-0.65,-0.5,0.9,-5.789,177.40422589516865,13.020418141248795,iP03_iV01_iQ02_iX05__P-650m_Q-500m_V+900m_xi-5789md.csv
Y21,-0.65,-0.5,0.9,-8.947,114.8951550980236,8.432623032835686,iP03_iV01_iQ02_iX02__P-650m_Q-500m_V+900m_xi-8947md.csv
Y21,-0.65,-0.5,0.9,-7.895,130.11648737296173,9.549778558720591,iP03_iV01_iQ02_iX03__P-650m_Q-500m_V+900m_xi-7895md.csv
Y21,-0.65,-0.5,0.9,-3.684,279.2387667487289,20.494469550347823,iP03_iV01_iQ02_iX07__P-650m_Q-500m_V+900m_xi-3684md.csv
Y21,-0.65,-0.5,0.9,-6.842,150.0890007689331,11.01564258961702,iP03_iV01_iQ02_iX04__P-650m_Q-500m_V+900m_xi-6842md.csv
Y21,-0.65,-0.5,0.9,-2.632,391.522887568927,28.73545815228409,iP03_iV01_iQ02_iX08__P-650m_Q-500m_V+900m_xi-2632md.csv
Y21,-0.65,-0.5,0.9,-1.579,653.8175185308543,47.98632862893775,iP03_iV01_iQ02_iX09__P-650m_Q-500m_V+900m_xi-1579md.csv
Y21,-0.65,-0.5,0.9,0.526,-1971.8481821924163,-144.72196336578227,iP03_iV01_iQ02_iX11__P-650m_Q-500m_V+900m_xi+526md.csv
Y21,-0.65,-0.5,0.9,-0.526,1966.193869003136,144.30697038439433,iP03_iV01_iQ02_iX10__P-650m_Q-500m_V+900m_xi-526md.csv
Y21,-0.65,-0.5,0.9,-4.737,216.95743792119015,15.923389352292348,iP03_iV01_iQ02_iX06__P-650m_Q-500m_V+900m_xi-4737md.csv
Y21,-0.65,-0.5,0.9,1.579,-659.4757592121911,-48.40160993279021,iP03_iV01_iQ02_iX12__P-650m_Q-500m_V+900m_xi+1579md.csv
Y21,-0.65,-0.5,0.9,2.632,-397.1889645063059,-29.151314594938384,iP03_iV01_iQ02_iX13__P-650m_Q-500m_V+900m_xi+2632md.csv
Y21,-0.65,-0.5,0.9,3.684,-284.9166255108749,-20.911190715153293,iP03_iV01_iQ02_iX14__P-650m_Q-500m_V+900m_xi+3684md.csv
Y21,-0.65,-0.5,0.9,4.737,-222.6510542490504,-16.34126702377115,iP03_iV01_iQ02_iX15__P-650m_Q-500m_V+900m_xi+4737md.csv
Y21,-0.65,-0.5,0.9,5.789,-183.11762484600592,-13.439747744836376,iP03_iV01_iQ02_iX16__P-650m_Q-500m_V+900m_xi+5789md.csv
Y21,-0.65,-0.5,0.9,8.947,-120.6926568836938,-8.858125284766938,iP03_iV01_iQ02_iX19__P-650m_Q-500m_V+900m_xi+8947md.csv
Y21,-0.65,-0.5,0.9,7.895,-135.881753156401,-9.972914875637654,iP03_iV01_iQ02_iX18__P-650m_Q-500m_V+900m_xi+7895md.csv
Y21,-0.65,-0.5,0.9,10.0,-108.75879816256676,-7.982250822533402,iP03_iV01_iQ02_iX20__P-650m_Q-500m_V+900m_xi+10000md.csv
Y21,-0.65,-0.5,0.9,6.842,-155.82626271242952,-11.436723606431606,iP03_iV01_iQ02_iX17__P-650m_Q-500m_V+900m_xi+6842md.csv
Y21,-0.65,0.0,0.9,-10.0,105.76137608517554,7.762257821256371,iP03_iV01_iQ03_iX01__P-650m_Q+0m_V+900m_xi-10000md.csv
Y21,-0.65,0.0,0.9,-7.895,132.93664237297196,9.756761212682092,iP03_iV01_iQ03_iX03__P-650m_Q+0m_V+900m_xi-7895md.csv
Y21,-0.65,0.0,0.9,-4.737,219.76737334916325,16.129621939224023,iP03_iV01_iQ03_iX06__P-650m_Q+0m_V+900m_xi-4737md.csv
Y21,-0.65,0.0,0.9,-5.789,180.2156545685015,13.22676033869084,iP03_iV01_iQ03_iX05__P-650m_Q+0m_V+900m_xi-5789md.csv
Y21,-0.65,0.0,0.9,-8.947,117.72257259696232,8.640138714653306,iP03_iV01_iQ03_iX02__P-650m_Q+0m_V+900m_xi-8947md.csv
Y21,-0.65,0.0,0.9,-3.684,282.0491251159409,20.700733193830104,iP03_iV01_iQ03_iX07__P-650m_Q+0m_V+900m_xi-3684md.csv
Y21,-0.65,0.0,0.9,-2.632,394.3355749149302,28.941892727509927,iP03_iV01_iQ03_iX08__P-650m_Q+0m_V+900m_xi-2632md.csv
Y21,-0.65,0.0,0.9,-6.842,152.90383188040104,11.222234505657251,iP03_iV01_iQ03_iX04__P-650m_Q+0m_V+900m_xi-6842md.csv
Y21,-0.65,0.0,0.9,-1.579,656.6344584813259,48.193075349714896,iP03_iV01_iQ03_iX09__P-650m_Q+0m_V+900m_xi-1579md.csv
Y21,-0.65,0.0,0.9,0.526,-1969.0169748840035,-144.51416961841542,iP03_iV01_iQ03_iX11__P-650m_Q+0m_V+900m_xi+526md.csv
Y21,-0.65,0.0,0.9,1.579,-656.6344584813259,-48.193075349714896,iP03_iV01_iQ03_iX12__P-650m_Q+0m_V+900m_xi+1579md.csv
Y21,-0.65,0.0,0.9,-0.526,1969.0169748840035,144.51416961841542,iP03_iV01_iQ03_iX10__P-650m_Q+0m_V+900m_xi-526md.csv
Y21,-0.65,0.0,0.9,4.737,-219.76737334916325,-16.129621939224023,iP03_iV01_iQ03_iX15__P-650m_Q+0m_V+900m_xi+4737md.csv
Y21,-0.65,0.0,0.9,3.684,-282.0491252548924,-20.7007332046418,iP03_iV01_iQ03_iX14__P-650m_Q+0m_V+900m_xi+3684md.csv
Y21,-0.65,0.0,0.9,2.632,-394.3355749149302,-28.941892727509927,iP03_iV01_iQ03_iX13__P-650m_Q+0m_V+900m_xi+2632md.csv
Y21,-0.65,0.0,0.9,6.842,-152.90383188040104,-11.222234505657251,iP03_iV01_iQ03_iX17__P-650m_Q+0m_V+900m_xi+6842md.csv
Y21,-0.65,0.0,0.9,7.895,-132.93664237297196,-9.756761212682092,iP03_iV01_iQ03_iX18__P-650m_Q+0m_V+900m_xi+7895md.csv
Y21,-0.65,0.0,0.9,5.789,-180.2156545685015,-13.22676033869084,iP03_iV01_iQ03_iX16__P-650m_Q+0m_V+900m_xi+5789md.csv
Y21,-0.65,0.0,0.9,10.0,-105.76137608517554,-7.762257821256371,iP03_iV01_iQ03_iX20__P-650m_Q+0m_V+900m_xi+10000md.csv
Y21,-0.65,0.0,0.9,8.947,-117.72257259696232,-8.640138714653306,iP03_iV01_iQ03_iX19__P-650m_Q+0m_V+900m_xi+8947md.csv
Y21,-0.65,0.5,0.9,-10.0,108.75879816256676,7.982250822533402,iP03_iV01_iQ04_iX01__P-650m_Q+500m_V+900m_xi-10000md.csv
Y21,-0.65,0.5,0.9,-6.842,155.82626271242952,11.436723606431606,iP03_iV01_iQ04_iX04__P-650m_Q+500m_V+900m_xi-6842md.csv
Y21,-0.65,0.5,0.9,-5.789,183.11762484600592,13.439747744836376,iP03_iV01_iQ04_iX05__P-650m_Q+500m_V+900m_xi-5789md.csv
Y21,-0.65,0.5,0.9,-7.895,135.881753156401,9.972914875637654,iP03_iV01_iQ04_iX03__P-650m_Q+500m_V+900m_xi-7895md.csv
Y21,-0.65,0.5,0.9,-8.947,120.6926568836938,8.858125284766938,iP03_iV01_iQ04_iX02__P-650m_Q+500m_V+900m_xi-8947md.csv
Y21,-0.65,0.5,0.9,-2.632,397.1889645063059,29.151314594938384,iP03_iV01_iQ04_iX08__P-650m_Q+500m_V+900m_xi-2632md.csv
Y21,-0.65,0.5,0.9,-4.737,222.6510542490504,16.34126702377115,iP03_iV01_iQ04_iX06__P-650m_Q+500m_V+900m_xi-4737md.csv
Y21,-0.65,0.5,0.9,-1.579,659.4757592121911,48.40160993279021,iP03_iV01_iQ04_iX09__P-650m_Q+500m_V+900m_xi-1579md.csv
Y21,-0.65,0.5,0.9,-3.684,284.9166255108749,20.911190715153293,iP03_iV01_iQ04_iX07__P-650m_Q+500m_V+900m_xi-3684md.csv
Y21,-0.65,0.5,0.9,-0.526,1971.8481821924163,144.72196336578227,iP03_iV01_iQ04_iX10__P-650m_Q+500m_V+900m_xi-526md.csv
Y21,-0.65,0.5,0.9,1.579,-653.8175185308543,-47.98632862893775,iP03_iV01_iQ04_iX12__P-650m_Q+500m_V+900m_xi+1579md.csv
Y21,-0.65,0.5,0.9,0.526,-1966.193869003136,-144.30697038439433,iP03_iV01_iQ04_iX11__P-650m_Q+500m_V+900m_xi+526md.csv
Y21,-0.65,0.5,0.9,3.684,-279.2387667487289,-20.494469550347823,iP03_iV01_iQ04_iX14__P-650m_Q+500m_V+900m_xi+3684md.csv
Y21,-0.65,0.5,0.9,2.632,-391.522887568927,-28.73545815228409,iP03_iV01_iQ04_iX13__P-650m_Q+500m_V+900m_xi+2632md.csv
Y21,-0.65,0.5,0.9,5.789,-177.40422589516865,-13.020418141248795,iP03_iV01_iQ04_iX16__P-650m_Q+500m_V+900m_xi+5789md.csv
Y21,-0.65,0.5,0.9,6.842,-150.0890007689331,-11.01564258961702,iP03_iV01_iQ04_iX17__P-650m_Q+500m_V+900m_xi+6842md.csv
Y21,-0.65,0.5,0.9,4.737,-216.95743792119015,-15.923389352292348,iP03_iV01_iQ04_iX15__P-650m_Q+500m_V+900m_xi+4737md.csv
Y21,-0.65,0.5,0.9,10.0,-102.92474130465344,-7.554065649972617,iP03_iV01_iQ04_iX20__P-650m_Q+500m_V+900m_xi+10000md.csv
Y21,-0.65,0.5,0.9,8.947,-114.8951550980236,-8.432623032835686,iP03_iV01_iQ04_iX19__P-650m_Q+500m_V+900m_xi+8947md.csv
Y21,-0.65,1.0,0.9,-8.947,123.81648920412655,9.087396054431686,iP03_iV01_iQ05_iX02__P-650m_Q+1000m_V+900m_xi-8947md.csv
Y21,-0.65,1.0,0.9,-7.895,138.9603150411764,10.19886306286049,iP03_iV01_iQ05_iX03__P-650m_Q+1000m_V+900m_xi-7895md.csv
Y21,-0.65,0.5,0.9,7.895,-130.11648737296173,-9.549778558720591,iP03_iV01_iQ04_iX18__P-650m_Q+500m_V+900m_xi+7895md.csv
Y21,-0.65,1.0,0.9,-6.842,158.86258120683746,11.659571382130734,iP03_iV01_iQ05_iX04__P-650m_Q+1000m_V+900m_xi-6842md.csv
Y21,-0.65,1.0,0.9,-5.789,186.11458515585105,13.65970686001479,iP03_iV01_iQ05_iX05__P-650m_Q+1000m_V+900m_xi-5789md.csv
Y21,-0.65,1.0,0.9,-10.0,111.93108105826546,8.215077583142,iP03_iV01_iQ05_iX01__P-650m_Q+1000m_V+900m_xi-10000md.csv
Y21,-0.65,1.0,0.9,-4.737,225.61141523152216,16.55853996154549,iP03_iV01_iQ05_iX06__P-650m_Q+1000m_V+900m_xi-4737md.csv
Y21,-0.65,1.0,0.9,-2.632,400.08395407003786,29.363789674683574,iP03_iV01_iQ05_iX08__P-650m_Q+1000m_V+900m_xi-2632md.csv
Y21,-0.65,1.0,0.9,-1.579,662.3417737583998,48.6119584391916,iP03_iV01_iQ05_iX09__P-650m_Q+1000m_V+900m_xi-1579md.csv
Y21,-0.65,1.0,0.9,-0.526,1974.687535125857,144.9303549306933,iP03_iV01_iQ05_iX10__P-650m_Q+1000m_V+900m_xi-526md.csv
Y21,-0.65,1.0,0.9,-3.684,287.8430315710375,21.12597156678373,iP03_iV01_iQ05_iX07__P-650m_Q+1000m_V+900m_xi-3684md.csv
Y21,-0.65,1.0,0.9,0.526,-1963.3788367604875,-144.10036367429535,iP03_iV01_iQ05_iX11__P-650m_Q+1000m_V+900m_xi+526md.csv
Y21,-0.65,1.0,0.9,1.579,-651.0246562591919,-47.781349118068505,iP03_iV01_iQ05_iX12__P-650m_Q+1000m_V+900m_xi+1579md.csv
Y21,-0.65,1.0,0.9,2.632,-388.7500400655078,-28.531947584416,iP03_iV01_iQ05_iX13__P-650m_Q+1000m_V+900m_xi+2632md.csv
Y21,-0.65,1.0,0.9,5.789,-174.679168392812,-12.82041507591352,iP03_iV01_iQ05_iX16__P-650m_Q+1000m_V+900m_xi+5789md.csv
Y21,-0.65,1.0,0.9,7.895,-127.4135019134276,-9.35139545456611,iP03_iV01_iQ05_iX18__P-650m_Q+1000m_V+900m_xi+7895md.csv
Y21,-0.65,1.0,0.9,3.684,-276.4838616056349,-20.292275847222665,iP03_iV01_iQ05_iX14__P-650m_Q+1000m_V+900m_xi+3684md.csv
Y21,-0.65,1.0,0.9,8.947,-112.20036911353364,-8.234841722990975,iP03_iV01_iQ05_iX19__P-650m_Q+1000m_V+900m_xi+8947md.csv
Y21,-0.65,1.0,0.9,4.737,-214.21844660669143,-15.72236362492133,iP03_iV01_iQ05_iX15__P-650m_Q+1000m_V+900m_xi+4737md.csv
Y21,-0.65,1.0,0.9,6.842,-147.37593681788758,-10.8165197935733,iP03_iV01_iQ05_iX17__P-650m_Q+1000m_V+900m_xi+6842md.csv
Y21,-0.65,1.0,0.9,10.0,-100.23629503153236,-7.35674963553931,iP03_iV01_iQ05_iX20__P-650m_Q+1000m_V+900m_xi+10000md.csv
Y21,-0.65,-1.0,0.95,-6.842,175.81438527955646,12.950346685121255,iP03_iV02_iQ01_iX04__P-650m_Q-1000m_V+950m_xi-6842md.csv
Y21,-0.65,-1.0,0.95,-8.947,133.9685693134375,9.868017426846915,iP03_iV02_iQ01_iX02__P-650m_Q-1000m_V+950m_xi-8947md.csv
Y21,-0.65,-1.0,0.95,-10.0,119.73539520768146,8.819613230152513,iP03_iV02_iQ01_iX01__P-650m_Q-1000m_V+950m_xi-10000md.csv
Y21,-0.65,-1.0,0.95,-7.895,152.0667341594134,11.201113733525956,iP03_iV02_iQ01_iX03__P-650m_Q-1000m_V+950m_xi-7895md.csv
Y21,-0.65,-1.0,0.95,-4.737,255.3283246214808,18.807279721137014,iP03_iV02_iQ01_iX06__P-650m_Q-1000m_V+950m_xi-4737md.csv
Y21,-0.65,-1.0,0.95,-5.789,208.29400864602115,15.342769706426951,iP03_iV02_iQ01_iX05__P-650m_Q-1000m_V+950m_xi-5789md.csv
Y21,-0.65,-1.0,0.95,-3.684,329.3949001073765,24.26296430326997,iP03_iV02_iQ01_iX07__P-650m_Q-1000m_V+950m_xi-3684md.csv
Y21,-0.65,-1.0,0.95,-2.632,462.93586435555983,34.099484693897665,iP03_iV02_iQ01_iX08__P-650m_Q-1000m_V+950m_xi-2632md.csv
Y21,-0.65,-1.0,0.95,-1.579,774.9064644241141,57.07898901626229,iP03_iV02_iQ01_iX09__P-650m_Q-1000m_V+950m_xi-1579md.csv
Y21,-0.65,-1.0,0.95,-0.526,2335.9064955995727,172.0610003706377,iP03_iV02_iQ01_iX10__P-650m_Q-1000m_V+950m_xi-526md.csv
Y21,-0.65,-1.0,0.95,2.632,-475.3214064396808,-35.01179380078458,iP03_iV02_iQ01_iX13__P-650m_Q-1000m_V+950m_xi+2632md.csv
Y21,-0.65,-1.0,0.95,0.526,-2348.26492552384,-172.9713125213623,iP03_iV02_iQ01_iX11__P-650m_Q-1000m_V+950m_xi+526md.csv
Y21,-0.65,-1.0,0.95,1.579,-787.2739114799215,-57.98996527448661,iP03_iV02_iQ01_iX12__P-650m_Q-1000m_V+950m_xi+1579md.csv
Y21,-0.65,-1.0,0.95,3.684,-341.8076571236618,-25.17727803165072,iP03_iV02_iQ01_iX14__P-650m_Q-1000m_V+950m_xi+3684md.csv
Y21,-0.65,-1.0,0.95,4.737,-267.7775020584577,-19.724276158558755,iP03_iV02_iQ01_iX15__P-650m_Q-1000m_V+950m_xi+4737md.csv
Y21,-0.65,-1.0,0.95,5.789,-220.78891599106328,-16.26313456778872,iP03_iV02_iQ01_iX16__P-650m_Q-1000m_V+950m_xi+5789md.csv
Y21,-0.65,-1.0,0.95,7.895,-164.68163835472058,-12.130317474634642,iP03_iV02_iQ01_iX18__P-650m_Q-1000m_V+950m_xi+7895md.csv
Y21,-0.65,-1.0,0.95,6.842,-188.364477556611,-13.874776423677057,iP03_iV02_iQ01_iX17__P-650m_Q-1000m_V+950m_xi+6842md.csv
Y21,-0.65,-1.0,0.95,8.947,-146.65810961103676,-10.8027187943751,iP03_iV02_iQ01_iX19__P-650m_Q-1000m_V+950m_xi+8947md.csv
Y21,-0.65,-1.0,0.95,10.0,-132.50963674490325,-9.760553621157872,iP03_iV02_iQ01_iX20__P-650m_Q-1000m_V+950m_xi+10000md.csv
Y21,-0.65,-0.5,0.95,-7.895,155.03573734186148,11.419808132147963,iP03_iV02_iQ02_iX03__P-650m_Q-500m_V+950m_xi-7895md.csv
Y21,-0.65,-0.5,0.95,-10.0,122.69235287606128,9.037420359675858,iP03_iV02_iQ02_iX01__P-650m_Q-500m_V+950m_xi-10000md.csv
Y21,-0.65,-0.5,0.95,-8.947,136.93053434917604,10.086193391208916,iP03_iV02_iQ02_iX02__P-650m_Q-500m_V+950m_xi-8947md.csv
Y21,-0.65,-0.5,0.95,-5.789,211.2832477639361,15.562954658432004,iP03_iV02_iQ02_iX05__P-650m_Q-500m_V+950m_xi-5789md.csv
Y21,-0.65,-0.5,0.95,-6.842,178.7924719691069,13.169710169472449,iP03_iV02_iQ02_iX04__P-650m_Q-500m_V+950m_xi-6842md.csv
Y21,-0.65,-0.5,0.95,-3.684,332.4127960926883,24.485260103513767,iP03_iV02_iQ02_iX07__P-650m_Q-500m_V+950m_xi-3684md.csv
Y21,-0.65,-0.5,0.95,0.526,-2345.1630304796818,-172.7428291959659,iP03_iV02_iQ02_iX11__P-650m_Q-500m_V+950m_xi+526md.csv
Y21,-0.65,-0.5,0.95,1.579,-784.1451793604718,-57.75950533408078,iP03_iV02_iQ02_iX12__P-650m_Q-500m_V+950m_xi+1579md.csv
Y21,-0.65,-0.5,0.95,-2.632,465.9713380731189,34.32307524350532,iP03_iV02_iQ02_iX08__P-650m_Q-500m_V+950m_xi-2632md.csv
Y21,-0.65,-0.5,0.95,-4.737,258.3308221879622,19.02844128195741,iP03_iV02_iQ02_iX06__P-650m_Q-500m_V+950m_xi-4737md.csv
Y21,-0.65,-0.5,0.95,-1.579,777.9617593809049,57.30403962199907,iP03_iV02_iQ02_iX09__P-650m_Q-500m_V+950m_xi-1579md.csv
Y21,-0.65,-0.5,0.95,-0.526,2338.9838838623914,172.287678314867,iP03_iV02_iQ02_iX10__P-650m_Q-500m_V+950m_xi-526md.csv
Y21,-0.65,-0.5,0.95,2.632,-472.163300585916,-34.77917024523309,iP03_iV02_iQ02_iX13__P-650m_Q-500m_V+950m_xi+2632md.csv
Y21,-0.65,-0.5,0.95,3.684,-338.6175825818917,-24.942299701340712,iP03_iV02_iQ02_iX14__P-650m_Q-500m_V+950m_xi+3684md.csv
Y21,-0.65,-0.5,0.95,5.789,-217.52672823477795,-16.022844429798198,iP03_iV02_iQ02_iX16__P-650m_Q-500m_V+950m_xi+5789md.csv
Y21,-0.65,-0.5,0.95,4.737,-264.55276540494697,-19.486744631447653,iP03_iV02_iQ02_iX15__P-650m_Q-500m_V+950m_xi+4737md.csv
Y21,-0.65,-0.5,0.95,6.842,-185.06192449618507,-13.631513005102844,iP03_iV02_iQ02_iX17__P-650m_Q-500m_V+950m_xi+6842md.csv
Y21,-0.65,-0.5,0.95,8.947,-143.26557025800207,-10.552827061879851,iP03_iV02_iQ02_iX19__P-650m_Q-500m_V+950m_xi+8947md.csv
Y21,-0.65,-0.5,0.95,7.895,-161.33568271014687,-11.883857060940173,iP03_iV02_iQ02_iX18__P-650m_Q-500m_V+950m_xi+7895md.csv
Y21,-0.65,-0.5,0.95,10.0,-129.06718013989763,-9.50698502491177,iP03_iV02_iQ02_iX20__P-650m_Q-500m_V+950m_xi+10000md.csv
Y21,-0.65,0.0,0.95,-7.895,158.12298298929372,11.64721216786876,iP03_iV02_iQ03_iX03__P-650m_Q+0m_V+950m_xi-7895md.csv
Y21,-0.65,0.0,0.95,-4.737,261.404776961611,19.254866333226524,iP03_iV02_iQ03_iX06__P-650m_Q+0m_V+950m_xi-4737md.csv
Y21,-0.65,0.0,0.95,-5.789,214.35953690226995,15.78955165942306,iP03_iV02_iQ03_iX05__P-650m_Q+0m_V+950m_xi-5789md.csv
Y21,-0.65,0.0,0.95,-8.947,140.0264367097202,10.314235078298031,iP03_iV02_iQ03_iX02__P-650m_Q+0m_V+950m_xi-8947md.csv
Y21,-0.65,0.0,0.95,-6.842,181.87318403309305,13.396632941364086,iP03_iV02_iQ03_iX04__P-650m_Q+0m_V+950m_xi-6842md.csv
Y21,-0.65,0.0,0.95,-10.0,125.7990578966736,9.26625776153594,iP03_iV02_iQ03_iX01__P-650m_Q+0m_V+950m_xi-10000md.csv
Y21,-0.65,0.0,0.95,-1.579,781.0412352997068,57.530871344032754,iP03_iV02_iQ03_iX09__P-650m_Q+0m_V+950m_xi-1579md.csv
Y21,-0.65,0.0,0.95,-2.632,469.0468859528119,34.54961764262133,iP03_iV02_iQ03_iX08__P-650m_Q+0m_V+950m_xi-2632md.csv
Y21,-0.65,0.0,0.95,-0.526,2342.0694257569603,172.51495700077703,iP03_iV02_iQ03_iX10__P-650m_Q+0m_V+950m_xi-526md.csv
Y21,-0.65,0.0,0.95,-3.684,335.4865022140947,24.711666830099347,iP03_iV02_iQ03_iX07__P-650m_Q+0m_V+950m_xi-3684md.csv
Y21,-0.65,0.0,0.95,0.526,-2342.0694257569603,-172.51495700077703,iP03_iV02_iQ03_iX11__P-650m_Q+0m_V+950m_xi+526md.csv
Y21,-0.65,0.0,0.95,2.632,-469.0468859528119,-34.54961764262133,iP03_iV02_iQ03_iX13__P-650m_Q+0m_V+950m_xi+2632md.csv
Y21,-0.65,0.0,0.95,3.684,-335.4865022140947,-24.711666830099347,iP03_iV02_iQ03_iX14__P-650m_Q+0m_V+950m_xi+3684md.csv
Y21,-0.65,0.0,0.95,1.579,-781.0412352997068,-57.530871344032754,iP03_iV02_iQ03_iX12__P-650m_Q+0m_V+950m_xi+1579md.csv
Y21,-0.65,0.0,0.95,4.737,-261.404776961611,-19.254866333226524,iP03_iV02_iQ03_iX15__P-650m_Q+0m_V+950m_xi+4737md.csv
Y21,-0.65,0.0,0.95,5.789,-214.35953690226995,-15.78955165942306,iP03_iV02_iQ03_iX16__P-650m_Q+0m_V+950m_xi+5789md.csv
Y21,-0.65,0.0,0.95,6.842,-181.87318403309305,-13.396632941364086,iP03_iV02_iQ03_iX17__P-650m_Q+0m_V+950m_xi+6842md.csv
Y21,-0.65,0.0,0.95,10.0,-125.7990578966736,-9.26625776153594,iP03_iV02_iQ03_iX20__P-650m_Q+0m_V+950m_xi+10000md.csv
Y21,-0.65,0.0,0.95,8.947,-140.0264367097202,-10.314235078298031,iP03_iV02_iQ03_iX19__P-650m_Q+0m_V+950m_xi+8947md.csv
Y21,-0.65,0.5,0.95,-5.789,217.52672823477795,16.022844429798198,iP03_iV02_iQ04_iX05__P-650m_Q+500m_V+950m_xi-5789md.csv
Y21,-0.65,0.0,0.95,7.895,-158.12298298929372,-11.64721216786876,iP03_iV02_iQ03_iX18__P-650m_Q+0m_V+950m_xi+7895md.csv
Y21,-0.65,0.5,0.95,-10.0,129.06718013989763,9.50698502491177,iP03_iV02_iQ04_iX01__P-650m_Q+500m_V+950m_xi-10000md.csv
Y21,-0.65,0.5,0.95,-8.947,143.26557025800207,10.552827061879851,iP03_iV02_iQ04_iX02__P-650m_Q+500m_V+950m_xi-8947md.csv
Y21,-0.65,0.5,0.95,-7.895,161.33568271014687,11.883857060940173,iP03_iV02_iQ04_iX03__P-650m_Q+500m_V+950m_xi-7895md.csv
Y21,-0.65,0.5,0.95,-3.684,338.6175825818917,24.942299701340712,iP03_iV02_iQ04_iX07__P-650m_Q+500m_V+950m_xi-3684md.csv
Y21,-0.65,0.5,0.95,-4.737,264.55276540494697,19.486744631447653,iP03_iV02_iQ04_iX06__P-650m_Q+500m_V+950m_xi-4737md.csv
Y21,-0.65,0.5,0.95,-2.632,472.163300585916,34.77917024523309,iP03_iV02_iQ04_iX08__P-650m_Q+500m_V+950m_xi-2632md.csv
Y21,-0.65,0.5,0.95,-6.842,185.06192449618507,13.631513005102844,iP03_iV02_iQ04_iX04__P-650m_Q+500m_V+950m_xi-6842md.csv
Y21,-0.65,0.5,0.95,-1.579,784.1451793604718,57.75950533408078,iP03_iV02_iQ04_iX09__P-650m_Q+500m_V+950m_xi-1579md.csv
Y21,-0.65,0.5,0.95,-0.526,2345.1630304796818,172.7428291959659,iP03_iV02_iQ04_iX10__P-650m_Q+500m_V+950m_xi-526md.csv
Y21,-0.65,0.5,0.95,0.526,-2338.983884347635,-172.28767835280334,iP03_iV02_iQ04_iX11__P-650m_Q+500m_V+950m_xi+526md.csv
Y21,-0.65,0.5,0.95,1.579,-777.9617593809049,-57.30403962199907,iP03_iV02_iQ04_iX12__P-650m_Q+500m_V+950m_xi+1579md.csv
Y21,-0.65,0.5,0.95,3.684,-332.4127960926883,-24.485260103513767,iP03_iV02_iQ04_iX14__P-650m_Q+500m_V+950m_xi+3684md.csv
